Units Sold,Unit Price,Total Revenue,Rating,Reviews,year,month,day,Product Category_Books,Product Category_Clothing,Product Category_Electronics,Product Category_Home Appliances,Product Category_Sports,Region_Europe,Region_North America,Payment Method_Debit Card,Payment Method_PayPal
1,299.99,299.99,4,Good quality for home gym. The bar could be better.,2024,12,26,False,False,False,False,True,False,False,True,False
1,1499.99,1499.99,5,Beautiful when off. Art mode transforms the room.,2024,12,27,False,False,True,False,False,False,True,False,False
1,229.99,229.99,4,Powerful and versatile. The attachments are game-changers.,2024,12,27,False,False,False,True,False,True,False,False,False
1,185.0,185.0,3,Great sustainable concept but the fit is inconsistent.,2024,12,27,False,True,False,False,False,False,False,False,True
1,11.49,11.49,4,Emotional second-chance romance. The friend group is goals.,2024,12,28,True,False,False,False,False,False,True,True,False
1,45.0,45.0,5,Addictive scent and great texture. Moisturizes without greasiness.,2024,12,28,False,False,False,False,False,True,False,False,False
1,62.0,62.0,3,Good grip but too thin for my joints. Not for everyone.,2024,12,28,False,False,False,False,True,False,False,False,False
1,79.99,79.99,5,Crystal clear video for remote work. Easy plug-and-play setup.,2024,12,29,False,False,True,False,False,False,True,False,False
1,129.99,129.99,2,Gimmicky and poor battery life. Not worth the high price.,2024,12,29,False,False,False,True,False,True,False,False,True
1,65.0,65.0,5,Incredibly soft and cozy. Washes well without pilling.,2024,12,29,False,True,False,False,False,False,False,True,False
1,16.99,16.99,5,Heartbreaking and powerful. Britney's story in her own words.,2024,12,30,True,False,False,False,False,False,True,False,False
1,42.0,42.0,4,Gentle but effective for fine lines. Nice creamy texture.,2024,12,30,False,False,False,False,False,True,False,False,False
1,9.99,9.99,5,Worth every penny. The trainers are motivating and classes are diverse.,2024,12,30,False,False,False,False,True,False,False,False,True
1,749.99,749.99,5,Unbelievable suction and the laser is genius. Best vacuum ever.,2024,12,31,False,False,True,False,False,False,True,False,False
1,439.0,439.0,5,Makes competition-level BBQ. Holds temperature perfectly.,2024,12,31,False,False,False,True,False,True,False,False,False
1,395.0,395.0,4,Excellent technical layer but very expensive for what it is.,2024,12,31,False,True,False,False,False,False,False,True,False
